,Unnamed: 0,posicao,fortuna,idade,ipca_do_pais,variacao_do_ipca,pib_do_pais,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais
675,711,699,4000,75,114.11,2.2,592164400688,77.6,17.4,40.8,37970874
676,712,699,4000,69,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
677,713,699,4000,74,141.54,3.6,1258286717125,75.0,13.1,55.1,126014024
678,714,699,4000,73,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
679,715,721,3900,76,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
680,716,721,3900,72,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
681,717,721,3900,73,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
682,718,721,3900,91,113.27,0.7,543649976166,76.9,14.9,29.5,69625582
683,719,721,3900,65,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
684,720,721,3900,85,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098
685,722,721,3900,83,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
686,723,721,3900,83,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
687,724,721,3900,94,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
688,725,721,3900,63,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
689,726,721,3900,74,113.27,0.7,543649976166,76.9,14.9,29.5,69625582
690,727,721,3900,69,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
691,728,721,3900,78,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
692,729,721,3900,76,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
693,730,721,3900,63,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
694,731,721,3900,60,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
695,732,721,3900,56,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
696,733,721,3900,50,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
697,734,721,3900,44,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
698,735,721,3900,62,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
699,736,721,3900,63,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
700,738,721,3900,79,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
701,739,721,3900,73,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
702,740,721,3900,57,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
703,741,721,3900,60,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
704,742,748,3800,63,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
705,743,748,3800,80,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
706,744,748,3800,81,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
707,745,748,3800,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
708,746,748,3800,63,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
709,747,748,3800,69,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
710,748,748,3800,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
711,749,748,3800,87,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
712,750,748,3800,41,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
713,751,748,3800,64,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
714,752,748,3800,82,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
715,753,748,3800,71,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
716,754,748,3800,58,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568
717,755,748,3800,54,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
718,757,748,3800,77,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
719,758,748,3800,77,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
720,759,748,3800,77,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
721,760,766,3700,51,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
722,761,766,3700,76,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
723,762,766,3700,71,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
724,763,766,3700,56,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
725,764,766,3700,59,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
726,765,766,3700,66,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
727,766,766,3700,56,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
728,767,766,3700,50,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
729,768,766,3700,60,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
730,769,766,3700,77,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
731,770,766,3700,47,182.75,5.2,180161741180,73.2,11.7,28.4,18513930
732,771,766,3700,68,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
733,772,766,3700,78,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568
734,773,766,3700,62,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
735,774,766,3700,88,131.91,2.6,282318159745,80.0,18.2,34.0,18952038
736,775,766,3700,62,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
737,776,766,3700,75,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
738,777,766,3700,69,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
739,778,766,3700,82,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
740,779,766,3700,74,108.15,0.8,395098666122,82.8,23.1,25.3,9053300
741,780,766,3700,56,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
742,781,787,3600,56,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
743,782,787,3600,53,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
744,783,787,3600,71,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
745,784,787,3600,63,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
746,785,787,3600,47,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
747,787,787,3600,82,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
748,788,787,3600,65,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
749,790,787,3600,59,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
750,791,787,3600,61,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
751,792,787,3600,80,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
752,793,787,3600,53,182.75,5.2,180161741180,73.2,11.7,28.4,18513930
753,794,787,3600,37,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
754,797,787,3600,67,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
755,798,787,3600,75,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
756,799,787,3600,67,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568
757,800,787,3600,84,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568
758,801,787,3600,37,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605
759,802,787,3600,35,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605
760,803,787,3600,58,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
761,804,787,3600,73,110.96,0.7,1394116310769,83.3,14.2,47.0,47076781
762,805,787,3600,82,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
763,806,787,3600,63,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
764,808,787,3600,60,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
765,809,787,3600,61,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
766,810,787,3600,57,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
767,811,787,3600,54,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
768,812,818,3500,33,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
769,813,818,3500,65,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
770,814,818,3500,62,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
771,815,818,3500,87,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
772,816,818,3500,76,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
773,817,818,3500,66,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
774,818,818,3500,18,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
775,819,818,3500,27,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
776,820,818,3500,21,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
777,821,818,3500,64,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
778,822,818,3500,61,115.09,1.7,71104919108,82.1,26.5,20.4,645397
779,823,818,3500,70,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
780,824,818,3500,57,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
781,825,818,3500,58,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
782,826,818,3500,65,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
783,828,818,3500,54,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
784,829,818,3500,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
785,830,818,3500,60,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
786,831,818,3500,90,113.27,0.7,543649976166,76.9,14.9,29.5,69625582
787,832,818,3500,88,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
788,833,818,3500,76,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
789,834,818,3500,71,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
790,835,818,3500,61,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
791,836,818,3500,65,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
792,837,818,3500,66,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
793,838,818,3500,45,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
794,839,818,3500,70,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
795,840,818,3500,75,115.91,2.6,909070395161,81.8,23.0,41.2,17332850
796,841,818,3500,58,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
797,842,818,3500,54,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
798,843,818,3500,65,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
799,845,818,3500,56,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
800,846,852,3400,56,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
801,847,852,3400,55,113.27,0.7,543649976166,76.9,14.9,29.5,69625582
802,848,852,3400,52,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
803,849,852,3400,69,129.61,2.5,376795508680,71.1,14.0,43.1,108116615
804,850,852,3400,50,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
805,851,852,3400,52,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
806,853,852,3400,64,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098
807,854,852,3400,63,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
808,855,852,3400,84,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
809,856,852,3400,86,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
810,857,852,3400,75,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
811,858,852,3400,66,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
812,859,852,3400,62,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
813,860,852,3400,68,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
814,861,852,3400,58,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568
815,862,852,3400,72,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
816,863,852,3400,81,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
817,864,852,3400,88,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
818,865,852,3400,65,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
819,866,852,3400,59,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
820,867,852,3400,81,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
821,868,852,3400,54,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
822,869,852,3400,52,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
823,870,852,3400,53,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
824,871,852,3400,75,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
825,872,878,3300,75,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887
826,873,878,3300,49,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
827,874,878,3300,81,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
828,875,878,3300,56,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
829,876,878,3300,77,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
830,877,878,3300,68,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
831,878,878,3300,79,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
832,879,878,3300,55,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
833,880,878,3300,88,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605
834,881,878,3300,72,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
835,882,878,3300,82,114.41,0.6,372062527489,83.1,13.1,21.0,5703569
836,883,878,3300,59,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
837,884,878,3300,78,108.15,0.8,395098666122,82.8,23.1,25.3,9053300
838,885,878,3300,79,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568
839,886,878,3300,77,131.91,2.6,282318159745,80.0,18.2,34.0,18952038
840,887,878,3300,77,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
841,888,878,3300,88,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
842,889,878,3300,68,288.57,9.2,303175127598,71.8,12.5,44.4,100388073
843,890,878,3300,55,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
844,891,878,3300,54,108.15,0.8,395098666122,82.8,23.1,25.3,9053300
845,892,878,3300,71,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
846,893,878,3300,38,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
847,894,878,3300,48,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
848,895,878,3300,74,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
849,896,878,3300,59,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
850,897,878,3300,73,114.41,0.6,372062527489,83.1,13.1,21.0,5703569
851,898,905,3200,85,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
852,899,905,3200,87,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
853,900,905,3200,82,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
854,901,905,3200,70,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
855,902,905,3200,64,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
856,903,905,3200,69,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
857,904,905,3200,84,141.54,3.6,1258286717125,75.0,13.1,55.1,126014024
858,905,905,3200,86,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
859,906,905,3200,70,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
860,907,905,3200,56,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
861,908,905,3200,85,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605
862,909,905,3200,55,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
863,910,905,3200,67,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
864,911,905,3200,60,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
865,912,905,3200,69,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
866,913,905,3200,60,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
867,914,905,3200,71,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
868,915,905,3200,52,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098
869,916,905,3200,55,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
870,917,905,3200,54,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
871,918,905,3200,59,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
872,919,905,3200,68,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
873,920,905,3200,61,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
874,921,905,3200,72,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
875,922,905,3200,86,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
876,923,905,3200,69,114.52,-1.9,421142267938,77.8,0.1,15.9,9770529
877,924,905,3200,73,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
878,925,905,3200,70,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
879,926,905,3200,71,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
880,927,905,3200,84,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
881,928,905,3200,77,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
882,929,905,3200,60,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
883,930,905,3200,66,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
884,931,905,3200,66,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
885,932,905,3200,52,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
886,933,905,3200,48,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
887,934,905,3200,53,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
888,935,905,3200,67,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
889,936,905,3200,67,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
890,937,905,3200,81,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
891,938,905,3200,65,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
892,939,905,3200,87,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
893,940,949,3100,76,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
894,941,949,3100,53,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
895,942,949,3100,37,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
896,943,949,3100,55,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
897,944,949,3100,72,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
898,945,949,3100,75,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
899,946,949,3100,77,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
900,947,949,3100,85,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887
901,948,949,3100,50,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
902,949,949,3100,46,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
903,950,949,3100,62,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
904,951,949,3100,82,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
905,952,949,3100,73,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417
906,953,949,3100,73,114.41,0.6,372062527489,83.1,13.1,21.0,5703569
907,954,949,3100,52,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
908,955,949,3100,90,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
909,957,949,3100,67,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
910,958,949,3100,59,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
911,959,949,3100,46,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
912,961,949,3100,66,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
913,963,949,3100,59,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
914,964,949,3100,51,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
915,965,949,3100,63,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
916,966,949,3100,79,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917
917,967,949,3100,67,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
918,968,949,3100,80,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
919,970,949,3100,35,182.75,5.2,180161741180,73.2,11.7,28.4,18513930
920,971,949,3100,74,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
921,972,949,3100,53,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098
922,973,982,3000,63,114.52,-1.9,421142267938,77.8,0.1,15.9,9770529
923,974,982,3000,94,234.44,15.2,754411708203,77.4,17.9,42.3,83429615
924,975,982,3000,61,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
925,976,982,3000,85,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
926,977,982,3000,90,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
927,978,982,3000,66,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
928,979,982,3000,70,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
929,980,982,3000,80,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887
930,982,982,3000,60,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
931,983,982,3000,63,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
932,984,982,3000,73,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
933,985,982,3000,95,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
934,986,982,3000,76,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
935,987,982,3000,57,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
936,988,982,3000,62,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
937,989,982,3000,65,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
938,990,982,3000,76,114.41,0.6,372062527489,83.1,13.1,21.0,5703569
939,991,982,3000,75,141.54,3.6,1258286717125,75.0,13.1,55.1,126014024
940,992,982,3000,66,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
941,993,982,3000,64,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
942,994,982,3000,67,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
943,995,982,3000,71,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
944,996,982,3000,51,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
945,998,982,3000,67,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
946,999,982,3000,71,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
947,1000,982,3000,59,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887
948,1001,982,3000,68,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
949,1002,982,3000,67,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
950,1003,982,3000,67,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
951,1004,982,3000,71,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
952,1005,982,3000,86,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
953,1006,982,3000,64,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
954,1007,982,3000,55,110.51,1.8,530832908738,82.5,27.9,49.1,10285453
955,1008,982,3000,54,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
956,1009,982,3000,63,114.41,0.6,372062527489,83.1,13.1,21.0,5703569
957,1010,982,3000,60,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
958,1011,982,3000,73,114.41,0.6,372062527489,83.1,13.1,21.0,5703569
959,1012,982,3000,65,114.52,-1.9,421142267938,77.8,0.1,15.9,9770529
960,1013,982,3000,42,114.41,0.6,372062527489,83.1,13.1,21.0,5703569
961,1014,982,3000,60,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
962,1016,982,3000,65,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
963,1017,1027,2900,69,110.96,0.7,1394116310769,83.3,14.2,47.0,47076781
964,1018,1027,2900,82,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396
965,1019,1027,2900,65,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
966,1020,1027,2900,60,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
967,1021,1027,2900,70,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
968,1022,1027,2900,79,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
969,1023,1027,2900,66,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981
970,1024,1027,2900,78,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
971,1025,1027,2900,92,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405
972,1026,1027,2900,79,108.15,0.8,395098666122,82.8,23.1,25.3,9053300
973,1027,1027,2900,74,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
974,1028,1027,2900,73,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
975,1029,1027,2900,75,99.55,0.4,703082435360,83.6,10.1,28.8,8574832
976,1030,1027,2900,68,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
977,1031,1027,2900,73,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
978,1032,1027,2900,56,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
979,1033,1027,2900,38,234.44,15.2,754411708203,77.4,17.9,42.3,83429615
980,1034,1027,2900,49,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098
981,1035,1027,2900,66,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
982,1036,1027,2900,57,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
983,1037,1027,2900,61,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
984,1038,1027,2900,55,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
985,1039,1027,2900,54,110.51,1.8,530832908738,82.5,27.9,49.1,10285453
986,1041,1027,2900,90,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
987,1042,1027,2900,89,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
988,1043,1027,2900,50,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
989,1044,1027,2900,52,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
990,1045,1027,2900,87,232.75,53.5,449663446954,76.5,10.1,106.3,44938712
991,1046,1027,2900,73,131.91,2.6,282318159745,80.0,18.2,34.0,18952038
992,1047,1027,2900,65,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
993,1048,1027,2900,43,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535
994,1049,1027,2900,78,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
995,1050,1027,2900,73,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
996,1051,1027,2900,48,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
997,1052,1027,2900,85,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799
998,1053,1027,2900,46,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
999,1054,1027,2900,59,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
1000,1055,1027,2900,61,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
1001,1056,1027,2900,62,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
1002,1057,1067,2800,66,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
1003,1058,1067,2800,74,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000
1004,1059,1067,2800,44,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
1005,1060,1067,2800,75,127.63,2.5,27089389787,69.6,17.1,23.1,16486542
1006,1061,1067,2800,69,114.41,0.6,372062527489,83.1,13.1,21.0,5703569
1007,1062,1067,2800,52,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098
1008,1063,1067,2800,72,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754
1009,1064,1067,2800,90,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523
